date;source;target
04/10/2007;BRIN;BUMI
17/12/2007;VICT;JSAB
31/10/2007;HSBC;BICN
03/10/2007;PDML;PDWG
25/10/2007;CITI;PDJB
19/10/2007;BBBA;BNIN
14/11/2007;BDKI;BTAN
07/12/2007;BRIN;LIPB
05/12/2007;SYBT;BTAN
26/11/2007;CENA;CITI
29/11/2007;BDIN;BIDX
09/10/2007;BARC;SWBA
14/12/2007;BNIA;ABNA
13/12/2007;IBBK;MASD
21/11/2007;PDKT;BBIJ
19/10/2007;DEUT;BICN
05/12/2007;BDIN;PDWU
08/11/2007;BDIN;BMRI
04/12/2007;BMRI;BPIA
05/11/2007;DEUT;BMRI
29/10/2007;VICT;LIPB
14/12/2007;PDJT;MUAB
05/11/2007;LIPB;VICT
12/11/2007;BBUK;SYHS
21/11/2007;NUPA;BUST
29/11/2007;ROYB;NUPA
27/12/2007;BNIA;CITI
07/12/2007;BDKI;BRIN
12/12/2007;CENA;BBAI
10/12/2007;BRIN;PDWR
18/10/2007;PDAC;LIPB
09/11/2007;DBSB;PDJB
21/12/2007;AWAN;SCBL
01/10/2007;PINB;TAPE
02/10/2007;DEUT;BNIN
27/12/2007;CICT;KOEX
11/12/2007;BKCH;CENA
05/11/2007;BSMD;PDIJ
21/11/2007;BRIN;PDJB
28/12/2007;CENA;IBBK
06/11/2007;CITI;MEDH
21/12/2007;SITB;CTCB
02/10/2007;HSBC;CENA
08/11/2007;PDSU;AWAN
26/12/2007;OCBC;BBIJ
08/11/2007;DEUT;BBIJ
11/12/2007;BMRI;AEIB
21/11/2007;HAGA;MGAB
10/12/2007;AGTB;BMRI
13/11/2007;WIKE;BNIN
22/10/2007;HAGA;NISP
20/11/2007;BRIN;CTCB
24/10/2007;BBUK;HSBC
05/12/2007;BMRI;CICT
28/11/2007;BBIJ;GNES
25/10/2007;BSMD;MEGA
14/11/2007;BSMD;BMRI
20/11/2007;HAGA;PINB
06/12/2007;BUTG;MEGA
11/12/2007;ATJS;NUPA
09/10/2007;PDKT;PDWG
02/10/2007;BBUK;WIKE
26/10/2007;BNIN;AGTB
22/10/2007;BICN;BBUK
04/12/2007;BBIJ;BBBA
27/12/2007;ARNK;CICT
26/10/2007;CTCB;LIPB
30/11/2007;BMRI;BNIN
29/11/2007;CENA;ANZB
26/12/2007;CITI;MAYA
17/10/2007;BMRI;BBAI
11/10/2007;BBUK;ABAL
12/12/2007;CICT;GNES
07/12/2007;PDJT;CENA
02/10/2007;BUMI;BNIA
03/12/2007;SWBA;MASD
30/11/2007;PDML;BMRI
01/10/2007;PDKT;PINB
18/12/2007;BDKI;MASD
05/12/2007;PDKT;BMRI
09/11/2007;BNIN;DEUT
11/12/2007;HSBC;BBBA
06/11/2007;CENA;MEGA
10/10/2007;LOMA;BRIN
03/10/2007;CITI;AGSS
26/10/2007;HSBC;BTAN
01/10/2007;IBBK;ANZB
11/10/2007;ABAL;BBBA
15/11/2007;IBBK;BOTK
08/10/2007;ANTD;ARNK
07/12/2007;BMRI;PDJG
28/12/2007;ARNK;CENA
21/12/2007;ATJS;PDJM
07/12/2007;ABAL;BMRI
22/10/2007;PDWR;BMRI
20/11/2007;BRIN;BNIN
26/12/2007;MASD;TAPE
28/11/2007;NUPA;NISP
10/10/2007;ANZB;BUTG
19/10/2007;BSSP;NISP
01/11/2007;ATJS;AGTB
06/11/2007;MUAB;EKST
02/10/2007;BBBA;RABO
13/11/2007;HSBC;BMRI
28/12/2007;SYWS;BDIN
07/12/2007;BNIN;GNES
29/10/2007;BUTG;BNIN
26/11/2007;JSAB;EKON
11/12/2007;ANZB;HSBC
22/10/2007;HSBC;BHAG
02/11/2007;HVBK;JSAB
09/11/2007;BMRI;ARTG
19/12/2007;MASB;PINB
06/11/2007;BPIA;RABO
19/12/2007;PDJM;NISP
24/10/2007;CENA;BARC
24/10/2007;CENA;SUNI
20/11/2007;HAGA;SYBB
13/12/2007;CHAS;BDIN
13/12/2007;PDBK;BNIA
22/11/2007;BSDR;BSSP
10/12/2007;BTAN;CITI
27/11/2007;MEGA;HAIN
18/10/2007;MEGA;PDSB
26/10/2007;BMRI;PDWU
17/12/2007;NISP;BNIN
19/11/2007;BNIN;SYBK
27/12/2007;CENA;VICT
22/11/2007;BBIJ;ARTG
13/12/2007;NISP;CITI
09/10/2007;PDKS;BDIN
02/11/2007;BHAG;SCBL
28/12/2007;BTAN;LIPB
29/10/2007;BICN;LIPB
26/11/2007;BMRI;PDBK
02/10/2007;MASD;PINB
19/11/2007;BDIN;PDWU
06/11/2007;PDLP;BNIN
10/12/2007;BBBA;MAYA
08/11/2007;CTCB;BBUK
06/11/2007;BKCH;PINB
26/11/2007;ANZB;LIPB
05/12/2007;EKON;BMRI
10/10/2007;KSEB;PDJB
02/10/2007;BIDX;LIPB
30/10/2007;NISP;DBSB
26/12/2007;PDJB;SYWS
01/10/2007;MEGA;CITI
30/10/2007;BNIN;IBBK
26/12/2007;CITI;ANZB
17/12/2007;CHAS;BNIN
09/11/2007;PDAC;BBBA
14/12/2007;ATJS;ABAL
04/12/2007;IBBK;ARTG
10/12/2007;BRIN;PDKS
03/10/2007;ABNA;BNIN
10/12/2007;PDML;BMRI
04/12/2007;BBBA;PDJB
01/10/2007;BNIA;BDIN
07/11/2007;BRIN;SYAC
03/10/2007;VICT;CICT
04/12/2007;BKKB;BOFA
06/12/2007;PDRI;SYRI
27/11/2007;PDJB;BDKI
20/11/2007;PDWR;MEGA
09/10/2007;PMAS;BBIJ
15/11/2007;HAGA;CICT
04/12/2007;BMRI;CHAS
04/12/2007;BTAN;PDSB
14/11/2007;MCOR;INDI
14/12/2007;AWAN;ATJS
26/10/2007;BTAN;SYBT
07/12/2007;BSMD;MUAB
04/10/2007;BICN;BMRI
09/10/2007;BDIN;TAPE
16/11/2007;EKST;CICT
13/12/2007;BARC;CENA
04/12/2007;AGTB;LIPB
06/11/2007;BRIN;PDLP
19/10/2007;PDWU;NISP
12/12/2007;IBBK;LIPB
16/11/2007;BRIN;PDKT
16/11/2007;LIPB;BDIN
17/12/2007;PDIJ;BSMD
03/12/2007;EKON;LIPB
01/11/2007;NISP;HAIN
08/11/2007;AWAN;BUMI
27/12/2007;PINB;SITB
31/10/2007;IBBK;ATJS
03/10/2007;PINB;ANZB
21/12/2007;BNIA;SITB
25/10/2007;PDIJ;BMRI
29/11/2007;BNIN;CENA
18/10/2007;MASD;BRIN
19/11/2007;BBUK;BBBA
05/10/2007;ABAL;BMRI
07/11/2007;BDIN;ABNA
22/11/2007;PDSB;BBBA
27/12/2007;BDKI;PDJB
09/10/2007;BRIN;CNBA
19/10/2007;RIPA;BRIN
28/12/2007;PDIJ;BMRI
17/12/2007;AGTB;BNIN
23/11/2007;AWAN;CICT
05/12/2007;BDIN;RABO
25/10/2007;ABNA;BNIN
29/11/2007;BRIN;CENA
19/12/2007;PDJG;ABAL
11/10/2007;IBBK;BNIN
08/11/2007;HRDA;KSEI
01/10/2007;BSMD;BRIN
29/10/2007;MCOR;AGSS
11/12/2007;BNIA;MASD
14/11/2007;BBUK;IBBK
14/12/2007;DEUT;BNIA
13/12/2007;BNIN;PDML
10/12/2007;MEGA;ATJS
14/12/2007;BUMI;LIPB
27/11/2007;EKON;ATJS
26/11/2007;ABNA;BNIA
11/12/2007;CENA;LOMA
18/12/2007;ABNA;ATJS
28/11/2007;EKON;BARC
10/10/2007;MCOR;BNIA
28/11/2007;BMRI;BDIN
16/11/2007;BTAN;PDBK
10/12/2007;IBBK;SITB
30/10/2007;BMRI;BBUK
09/10/2007;CENA;GNES
05/11/2007;DBSB;RABO
02/11/2007;BRIN;IBBK
09/11/2007;YUDB;HAGA
19/12/2007;BOTK;BBIJ
13/11/2007;VICT;NISP
22/11/2007;BSSP;NISP
21/12/2007;BRIN;PDJB
31/10/2007;ATJS;ARNK
04/12/2007;SCBL;CHAS
06/12/2007;SCBL;BBIJ
10/10/2007;BBIJ;ABNA
14/11/2007;RIPA;BRIN
03/12/2007;EKON;PMAS
01/11/2007;PDJT;PINB
30/10/2007;BCIA;BIDX
27/12/2007;HSBC;MASD
20/11/2007;PINB;MASD
01/11/2007;MEGA;PINB
03/10/2007;MEGA;BBUK
11/12/2007;BBUK;BBIJ
10/10/2007;BMRI;CENA
15/11/2007;GNES;CITI
26/11/2007;PDJB;PINB
26/11/2007;BBBA;PDRI
10/10/2007;BMRI;SYWS
24/10/2007;BBUK;DBSB
09/11/2007;CENA;YUDB
27/12/2007;SITB;BNIN
03/10/2007;BMRI;BDIN
13/12/2007;PDNB;BNIN
08/10/2007;BARC;CNBA
14/12/2007;CENA;BSSP
08/10/2007;SCBL;BOTK
17/10/2007;BNIA;IBBK
18/10/2007;BICN;BBBA
10/10/2007;CITI;AEIB
06/12/2007;BOFA;BNIA
04/10/2007;PDJT;ANZB
05/11/2007;SYKT;PDKT
08/11/2007;BOTK;SCBL
28/11/2007;MEGA;CENA
08/11/2007;LIPB;PDJG
07/11/2007;PDAC;BRIN
15/11/2007;CHAS;HSBC
10/12/2007;BMRI;BNIA
18/10/2007;PDIJ;BNIN
13/12/2007;CENA;BBIJ
22/10/2007;BNIA;BSMD
29/10/2007;BMRI;ARTG
30/11/2007;ANTD;EKON
17/12/2007;PDAC;HSBC
13/11/2007;IDMO;CENA
06/12/2007;CENA;INPB
07/11/2007;CITI;BICN
23/11/2007;PDWR;ATJS
26/10/2007;PDKT;BTAN
06/12/2007;HAGA;HRDA
09/10/2007;BKKB;IBBK
25/10/2007;SYNA;CENA
02/11/2007;AGTB;ARTG
28/11/2007;BNIN;PDSB
12/12/2007;PDAC;EKON
03/10/2007;CTCB;HRDA
09/11/2007;CHAS;BOTK
19/11/2007;BUMI;MEGA
19/12/2007;HRDA;BIDX
14/11/2007;SWBA;BBAI
10/10/2007;CENA;MUAB
10/10/2007;BDIN;MASD
29/11/2007;PDKB;ABAL
05/11/2007;ABAL;BDIN
30/10/2007;IDMO;SWBA
02/10/2007;BDIN;MAYA
10/10/2007;BNPA;CENA
29/11/2007;BOTK;BRIN
07/12/2007;BRIN;PDLP
23/10/2007;BDIN;PDSU
04/10/2007;BDIN;BSSP
22/11/2007;CITI;BNIN
17/12/2007;ATJS;HSBC
08/10/2007;PDJB;NUPA
06/11/2007;INDI;AGTB
26/11/2007;BDKI;HSBC
29/11/2007;BBIJ;BDIP
31/10/2007;AGTB;CENA
09/10/2007;BRIN;RABO
22/10/2007;NISP;HAGA
20/11/2007;BBBA;PDKB
28/12/2007;BBBA;YUDB
04/10/2007;PINB;BTAN
11/10/2007;CENA;BRIN
28/11/2007;PINB;MCOR
25/10/2007;BBAI;HAGA
23/11/2007;CICT;CITI
09/11/2007;PDJT;CNBA
22/10/2007;BNIA;DEUT
11/10/2007;BNIN;JSAB
05/12/2007;CENA;HNBN
19/12/2007;BARC;BMRI
03/10/2007;MCOR;JSAB
14/12/2007;BRIN;BSDR
24/12/2007;PDLP;BBUK
26/11/2007;MCOR;BCIA
18/10/2007;BNIN;PDKS
13/12/2007;DBSB;BNIA
28/11/2007;ATJS;INDI
01/10/2007;BSDR;BNIN
16/11/2007;BRIN;MUAB
19/11/2007;JSAB;CITI
09/10/2007;CNBA;EKON
31/10/2007;ARTG;MASD
23/10/2007;BOTK;NISP
25/10/2007;BBIJ;SCBL
11/10/2007;BRIN;LIPB
13/12/2007;CITI;MEGA
16/11/2007;SITB;NUPA
09/10/2007;BSDR;ARTG
29/10/2007;BCIA;CENA
19/12/2007;LIPB;PDRI
08/11/2007;BRIN;PDIJ
17/10/2007;BMRI;HRDA
16/11/2007;BRIN;BBBA
28/12/2007;BNIN;BRIN
06/11/2007;BRIN;HSBC
22/11/2007;BMRI;VICT
27/11/2007;BBBA;IBBK
08/11/2007;BMRI;SCBL
06/11/2007;CENA;PDRI
08/11/2007;BNIN;PDRI
17/12/2007;BTAN;BDIP
05/10/2007;CENA;JSAB
26/12/2007;PDJG;BNIA
06/11/2007;HNBN;LIPB
02/10/2007;BNIA;SCBL
17/10/2007;CITI;BNIN
08/10/2007;BSMD;BBBA
24/10/2007;PMAS;HSBC
28/11/2007;MASD;FUJI
04/12/2007;BIDX;CENA
26/11/2007;PDWU;BNIN
18/12/2007;BMRI;BBIJ
06/11/2007;BBBA;CICT
11/12/2007;HMOB;BMRI
19/12/2007;EKON;HAGA
26/11/2007;NUPA;CITI
06/11/2007;BMRI;BEXI
23/11/2007;BMRI;BCIA
27/11/2007;CENA;HMOB
17/10/2007;SCBL;CITI
05/10/2007;LIPB;GNES
11/12/2007;SYJB;BDKI
11/12/2007;JSAB;HAGA
28/12/2007;LIPB;WIKE
03/10/2007;AWAN;ATJS
30/11/2007;CENA;BSDR
28/11/2007;BRIN;BBUK
08/10/2007;BMRI;KSEI
06/12/2007;CENA;NISP
05/12/2007;NISP;LIPB
11/12/2007;HSBC;BUMI
05/10/2007;DEUT;BMRI
09/10/2007;PDSB;BRIN
19/11/2007;CENA;MAYA
24/10/2007;BNIN;HSBC
16/11/2007;NISP;BBIJ
31/10/2007;SUNI;BBBA
26/11/2007;DEUT;BRIN
30/10/2007;PDAC;EKON
18/12/2007;BRIN;PDWU
04/12/2007;PDJT;BBIJ
13/12/2007;CHAS;BNIA
12/12/2007;BBBA;CICT
17/10/2007;CENA;BBUK
29/11/2007;SYSU;BMRI
06/12/2007;PDSB;IBBK
02/10/2007;OCBC;BNIN
18/10/2007;DEUT;CITI
21/12/2007;BICN;SCBL
25/10/2007;CHAS;HSBC
08/11/2007;CITI;ANZB
10/10/2007;CTCB;BNIN
17/12/2007;IBBK;CHAS
24/10/2007;DEUT;IBBK
31/10/2007;HRDA;IBBK
29/11/2007;BBBA;CITI
17/12/2007;BNIN;HSBC
09/10/2007;BBBA;CENA
24/12/2007;ARNK;ATJS
06/12/2007;SCBL;BNIN
14/12/2007;SCBL;CITI
14/12/2007;PDKG;ATJS
01/11/2007;SYWS;ATJS
10/10/2007;IDMO;CENA
07/12/2007;BDIN;DEUT
03/10/2007;BNIN;PDYK
09/10/2007;BSMD;BMRI
04/12/2007;SYWS;PDIJ
13/12/2007;BMRI;CHAS
02/10/2007;HSBC;CHAS
10/10/2007;BDIN;BICN
12/11/2007;BBBA;CHAS
23/11/2007;BBBA;DBSB
14/11/2007;BMRI;PDAC
26/11/2007;BNPA;BNIA
05/11/2007;BMRI;PDKS
05/12/2007;IDMO;BRIN
07/12/2007;BSSP;MUAB
21/11/2007;BICN;HAIN
25/10/2007;BBIJ;ARTG
13/11/2007;BMRI;BDIP
06/11/2007;ABAL;SYWS
08/10/2007;IBBK;BBBA
08/11/2007;DEUT;SYBD
17/12/2007;BMRI;ANTD
05/10/2007;PDJM;ATJS
03/10/2007;BSSP;PDSU
25/10/2007;EKST;BDIN
26/12/2007;BBUK;BNIA
18/12/2007;BBBA;ARTG
30/10/2007;MCOR;LIPB
01/10/2007;BBAI;CITI
21/11/2007;BSMD;BNIA
17/12/2007;BNIN;PDWR
27/12/2007;OCBC;SCBL
30/11/2007;CENA;MEGA
16/11/2007;BSSP;BRIN
05/11/2007;PDJB;BTAN
18/12/2007;HSBC;PDJB
05/12/2007;EKST;ARTG
06/11/2007;MEDH;PDAC
18/12/2007;BCIA;CENA
14/11/2007;CHAS;NUPA
19/12/2007;EKON;SITB
28/12/2007;BBIJ;BUMI
14/12/2007;PDYK;BRIN
13/11/2007;FAMA;PINB
18/10/2007;PMAS;ARNK
22/11/2007;CITI;AWAN
12/11/2007;BBBA;LIPB
24/12/2007;BDKI;SCBL
26/12/2007;ATJS;NUPA
14/12/2007;BNIN;BICN
14/11/2007;CENA;NUPA
19/10/2007;EKON;SCBL
05/11/2007;SCBL;BNIN
02/11/2007;PDJT;BNIN
10/10/2007;BRIN;SITB
11/12/2007;BMRI;BNIA
03/10/2007;BICN;DBSB
18/10/2007;EKON;EKST
05/12/2007;HSBC;BNIN
28/11/2007;BDIN;SYNA
08/11/2007;PDWU;IBBK
13/11/2007;BUMI;BNIN
18/12/2007;BNIN;BHAG
02/11/2007;NUPA;BMRI
06/11/2007;ARNK;MAYA
14/12/2007;PDKT;NISP
19/11/2007;HSBC;SCBL
04/10/2007;BICN;EKON
05/12/2007;BOTK;BMRI
08/10/2007;BMRI;BDIN
18/12/2007;CITI;GNES
03/12/2007;LMAN;BNIN
11/10/2007;BBUK;PDSB
21/11/2007;BDIN;RABO
09/10/2007;BTAN;ABAL
03/12/2007;BDIN;CENA
07/11/2007;BNIN;CICT
12/11/2007;AWAN;PINB
26/10/2007;MEEK;BDIN
19/12/2007;ANZB;BMRI
17/12/2007;PDJT;MEGA
03/10/2007;OCBC;CENA
22/10/2007;BSSP;BBBA
28/12/2007;PDJT;SYBR
13/11/2007;NISP;BNIN
10/12/2007;ANZB;BDIN
23/10/2007;BNIN;HAGA
29/11/2007;SCBL;LIPB
03/12/2007;BRIN;BNIN
20/11/2007;DBSB;BBBA
04/10/2007;IDMO;BBBA
09/11/2007;BDIN;PDRI
27/11/2007;PDJB;BNIA
03/10/2007;HSBC;IBBK
04/12/2007;PDJT;CENA
27/12/2007;BMRI;MASD
09/10/2007;CITI;PDRI
10/12/2007;ABAL;DEUT
10/10/2007;PDKG;ATJS
08/11/2007;BDIN;DBSB
22/10/2007;VICT;CITI
09/11/2007;SYWS;BTAN
03/10/2007;BTAN;PDAC
29/11/2007;NISP;BTAN
04/10/2007;BRIN;LIPB
28/12/2007;ABNA;BNIA
08/11/2007;PINB;ABAL
19/12/2007;BUMI;DBSB
16/11/2007;LIPB;BMRI
08/11/2007;BMRI;PDBK
25/10/2007;AGTB;TAPE
13/11/2007;BICN;DBSB
10/10/2007;BRIN;BNIN
06/12/2007;BSMD;BDIN
31/10/2007;CENA;BBIJ
27/11/2007;CENA;ABAL
28/12/2007;PDSB;CITI
23/10/2007;CITI;BBIJ
21/12/2007;BBUK;SYBB
12/11/2007;PDSU;CENA
10/10/2007;ARNK;ATJS
17/12/2007;NUPA;BBUK
07/12/2007;CITI;BNIA
14/11/2007;BDIN;JSAB
18/10/2007;HSBC;BBUK
02/10/2007;BICN;PDSB
20/11/2007;GNES;NISP
29/10/2007;BIDX;WIKE
20/11/2007;BDKI;PDNB
28/12/2007;SYRI;BTAN
23/10/2007;CITI;SYBD
15/11/2007;CICT;AGTB
05/12/2007;BNIN;IBBK
15/11/2007;NISP;MASD
24/10/2007;CTCB;DEUT
26/12/2007;BMRI;PDKS
13/12/2007;BBBA;CHAS
17/12/2007;SYRI;BMRI
03/12/2007;BNIN;DBSB
10/10/2007;BKKB;BBBA
26/11/2007;CICT;MEGA
14/12/2007;CITI;BDIN
26/10/2007;LOMA;BMRI
14/12/2007;IBBK;MGAB
21/12/2007;BRIN;BMRI
16/11/2007;CICT;EKON
19/11/2007;PDSU;BBIJ
19/12/2007;SYBD;BNIN
27/12/2007;BNIN;SCBL
13/12/2007;BDIN;HSBC
21/12/2007;BBUK;PDRI
04/12/2007;BTAN;PDSU
19/10/2007;BKCH;BRIN
20/11/2007;BMRI;CHAS
03/12/2007;BUMI;BNIA
19/11/2007;BMRI;PINB
16/11/2007;BNIN;BRIN
03/10/2007;BBBA;BUMI
14/12/2007;ARTG;HSBC
03/12/2007;BNIA;CENA
30/11/2007;HSBC;DEUT
17/10/2007;CITI;CENA
12/11/2007;BBBA;DJAR
18/12/2007;BBIJ;CENA
28/12/2007;BNIN;BNIA
15/11/2007;PDJB;BNIA
22/10/2007;AWAN;DEUT
25/10/2007;PDSU;EKON
10/10/2007;BNIA;BRIN
18/12/2007;JSAB;BNIN
21/11/2007;ATJS;GNES
03/12/2007;BBIJ;BMRI
26/12/2007;PDJB;ABAL
08/10/2007;BBIJ;CTCB
27/12/2007;BSSP;HSBC
03/12/2007;LIPB;CENA
21/12/2007;IBBK;CENA
03/10/2007;PDKT;BRIN
01/10/2007;PDML;PINB
20/11/2007;BBBA;BICN
08/11/2007;DEUT;SCBL
11/10/2007;PDSB;PDBK
29/11/2007;KOEX;CENA
12/12/2007;LIPB;PDJT
28/12/2007;BMRI;BDIN
17/10/2007;DBSB;BNPA
11/12/2007;BRIN;BMRI
05/12/2007;PDBK;BMRI
11/12/2007;BNIA;SWBA
05/12/2007;BNIN;BBIJ
06/11/2007;BRIN;FUJI
22/10/2007;IBBK;BNIA
24/12/2007;CENA;BBBA
01/10/2007;BBUK;DEUT
05/11/2007;CITI;BSDR
23/10/2007;BMRI;BNIA
18/12/2007;BNIN;MUAB
01/11/2007;SITB;CITI
21/12/2007;IBBK;CENA
27/12/2007;BBBA;BPIA
18/12/2007;CITI;KOEX
02/11/2007;CENA;BDIN
05/11/2007;MEEK;BNIN
08/11/2007;BBAI;HSBC
17/12/2007;BICN;PINB
01/10/2007;PDRI;BUMI
17/10/2007;BMRI;CITI
07/11/2007;HSBC;ABNA
25/10/2007;BBUK;PDAC
24/12/2007;BBBA;HRDA
04/12/2007;BSMD;ABNA
19/12/2007;BBBA;BBIJ
19/12/2007;BOTK;MUAB
08/11/2007;MAYA;BMRI
10/12/2007;BRIN;CENA
20/11/2007;SUNI;FUJI
25/10/2007;BSMD;SYWS
09/11/2007;CENA;BNIN
17/10/2007;BDIN;BMRI
28/11/2007;IBBK;BICN
01/11/2007;PDWR;MEGA
20/11/2007;CENA;MEEK
13/11/2007;KOEX;LIPB
18/10/2007;PDWR;CENA
29/11/2007;SUNI;BMRI
19/12/2007;BBUK;IBBK
08/11/2007;ARTG;CENA
24/10/2007;MEGA;AEIB
23/11/2007;LMAN;CENA
20/11/2007;BRIN;PDNB
19/12/2007;BDKI;NISP
08/10/2007;HSBC;FUJI
05/10/2007;BBBA;IBBK
11/10/2007;BEXI;PINB
30/10/2007;BNIN;BBUK
04/10/2007;BRIN;SCBL
20/11/2007;BUMI;VICT
17/12/2007;DJAR;BARC
11/12/2007;BDIN;BRIN
29/11/2007;ROYB;CENA
31/10/2007;LIPB;ANZB
24/12/2007;YUDB;ABNA
28/12/2007;CENA;BNIN
03/12/2007;CITI;IBBK
19/12/2007;CENA;TAPE
18/12/2007;BDKI;PDSU
02/10/2007;BRIN;BBUK
03/10/2007;SCBL;BMRI
08/10/2007;AGTB;BICN
29/11/2007;BRIN;DEUT
12/12/2007;BNIA;SCBL
24/12/2007;BDIN;CTCB
29/10/2007;CENA;ABAL
26/11/2007;ABNA;PINB
30/11/2007;ABAL;PDNB
13/11/2007;YUDB;CENA
14/11/2007;HAIN;BNIN
02/10/2007;BOTK;MUAB
12/12/2007;BNIA;MUAB
27/12/2007;BRIN;BEXI
11/10/2007;DEUT;ABNA
24/10/2007;BNIN;MUAB
17/12/2007;MEGA;PDKT
06/12/2007;BBIJ;BARC
05/12/2007;BBUK;CITI
11/12/2007;NISP;BNIN
07/11/2007;CENA;BIDX
30/10/2007;BDIN;PDRI
26/12/2007;SUNI;BOTK
24/12/2007;LIPB;MAYA
22/11/2007;BBBA;BMRI
25/10/2007;HAGA;BNIN
06/12/2007;ARTG;MASD
23/11/2007;BMRI;BICN
18/10/2007;BNIA;BMRI
03/10/2007;MAYA;FAMA
29/11/2007;BNIN;SYNA
09/11/2007;ATJS;SCBL
30/10/2007;LOMA;BNIA
20/11/2007;HSBC;PDKS
10/12/2007;BOFA;CENA
19/12/2007;HAGA;RABO
17/10/2007;CNBA;ANTD
09/10/2007;PINB;BNIA
01/10/2007;PDBK;BNIN
07/11/2007;BSMD;NISP
04/10/2007;CENA;MCOR
02/11/2007;CHAS;PINB
10/12/2007;PDBK;PDYK
17/12/2007;RABO;BBIJ
18/12/2007;BKKB;IBBK
01/10/2007;BBIJ;CENA
27/12/2007;BNIN;BKKB
17/10/2007;BDKI;BUTG
22/11/2007;CICT;BDIN
17/12/2007;PDAC;BRIN
14/12/2007;BNIA;MEGA
10/10/2007;ATJS;PDJB
10/12/2007;PINB;IBBK
07/12/2007;OCBC;BNIA
13/12/2007;BDIN;AEIB
02/11/2007;MASD;LIPB
22/11/2007;CITI;BDIN
18/12/2007;VICT;BARC
26/11/2007;MUAB;BUTG
26/11/2007;FUJI;EKON
09/10/2007;SCBL;IBBK
08/11/2007;BNPA;BNIA
23/10/2007;BBIJ;BBUK
02/11/2007;BBUK;BBIJ
05/10/2007;BICN;ANTD
20/11/2007;BNIA;DBSB
05/12/2007;BICN;CHAS
30/11/2007;PINB;SITB
24/12/2007;LIPB;PDKB
17/12/2007;BDIN;BICN
27/11/2007;BNIN;ABNA
13/11/2007;AGTB;BRIN
29/10/2007;BNIN;BBUK
21/12/2007;HSBC;PINB
26/10/2007;PDML;BNIN
24/12/2007;PDNB;PDJT
18/10/2007;ABAL;BNIA
31/10/2007;BICN;EKON
23/10/2007;BBUK;BNIA
05/10/2007;PINB;CHAS
07/12/2007;PINB;CTCB
05/11/2007;BNIA;BOTK
02/11/2007;ABNA;OCBC
10/10/2007;LOMA;ANZB
31/10/2007;PINB;LIPB
05/10/2007;ARTG;CICT
09/11/2007;BNIN;TAPE
07/11/2007;ABNA;IBBK
23/11/2007;LIPB;CENA
17/10/2007;BHAG;BRIN
30/11/2007;BSMD;BDIN
24/12/2007;BDIN;BUMI
29/10/2007;IBBK;BDKI
19/12/2007;PMAS;OCBC
18/12/2007;HSBC;BBBA
12/11/2007;ATJS;GNES
07/12/2007;BIDX;MEGA
12/12/2007;BMRI;PDML
26/12/2007;SCBL;DEUT
16/11/2007;CENA;HMOB
29/11/2007;PDJT;NISP
28/11/2007;HSBC;CHAS
17/12/2007;BDIN;PDKB
06/12/2007;IBBK;MEGA
13/11/2007;DBSB;HSBC
10/12/2007;PDRI;BRIN
19/12/2007;BARC;BBIJ
26/12/2007;MAYO;OCBC
19/10/2007;HSBC;PINB
24/10/2007;BNIA;SITB
13/12/2007;BMRI;IBBK
11/12/2007;BMRI;BRIN
03/10/2007;CENA;BARC
05/11/2007;BBBA;DEUT
14/12/2007;ABNA;HSBC
01/10/2007;BDIN;CITI
19/11/2007;BSSP;PDLP
30/10/2007;DEUT;BBUK
21/12/2007;IBBK;RABO
31/10/2007;NUPA;ABNA
02/11/2007;VICT;BRIN
12/12/2007;PDSU;ATJS
01/10/2007;CITI;LIPB
13/11/2007;BMRI;LIPB
12/12/2007;BBUK;BDIN
03/10/2007;AWAN;NISP
13/11/2007;NISP;ARTG
29/10/2007;PDYK;PDAC
21/12/2007;AGTB;HAGA
23/11/2007;NISP;SIHB
23/10/2007;MEGA;HSBC
18/12/2007;LIPB;PINB
26/11/2007;OCBC;BMRI
22/11/2007;PDYK;BNIA
10/12/2007;PDJT;LIPB
29/11/2007;BRIN;CENA
05/11/2007;PDIJ;BRIN
28/12/2007;BTAN;MAYA
03/10/2007;BNIN;DJAR
26/10/2007;LIPB;BMRI
08/11/2007;PDRI;LIPB
03/10/2007;BNIN;BMRI
13/12/2007;ABNA;BBIJ
24/10/2007;BRIN;SCBL
19/10/2007;PDJG;BBBA
09/10/2007;MEDH;BMRI
05/11/2007;SWBA;VICT
03/10/2007;DEUT;HSBC
08/11/2007;PDAC;LIPB
11/12/2007;SYWS;MAYA
01/11/2007;PDKB;PINB
26/10/2007;BBBA;BDIN
23/11/2007;HAGA;BNIN
26/12/2007;ANTD;MASD
23/11/2007;MEEK;CENA
29/10/2007;CHAS;HSBC
03/12/2007;BBUK;BSSP
22/11/2007;MEGA;SCBL
03/12/2007;LIPB;PDKT
04/12/2007;PDWG;BDIN
18/12/2007;PINB;KOEX
21/11/2007;BRIN;HAIN
05/11/2007;ARTG;CENA
27/12/2007;DJAR;BRIN
08/11/2007;CENA;HAGA
27/12/2007;ATJS;PDSU
13/12/2007;BDIN;BBIJ
15/11/2007;BHAG;BBBA
02/11/2007;PDSB;IBBK
06/12/2007;BDIN;DBSB
08/11/2007;BSDR;MEGA
19/12/2007;BBBA;BBIJ
03/12/2007;BRIN;BMRI
